,Package Name,Access,Summary,Updated
12493,maxvolpy,public,"Cross and skeleton approximations, based on maximum volume submatrices.",2025-04-22
12494,arraymap,public,Dictionary-like lookup from NumPy array values to their integer positions.,2025-04-22
12495,dace,public,Data-Centric Parallel Programming Framework,2025-04-22
12496,wrk,public,Modern HTTP benchmarking tool,2025-04-22
12497,sphinx-versioned-docs,public,Sphinx extension to build versioned docs.,2025-04-22
12498,libpcm,public,R. Di Remigio & L. Frediani's Polarizable Continuum Model (PCM),2025-04-22
12499,pcmsolver,public,R. Di Remigio & L. Frediani's Polarizable Continuum Model (PCM),2025-04-22
12500,polygon3,public,Polygon3 is a Python-3 package that handles polygonal shapes in 2D,2025-04-22
12501,instructorembedding,public,Text embedding tool,2025-04-22
12502,jupyterhub-traefik-proxy-with-all,public,JupyterHub proxy implementation with traefik,2025-04-22
12503,jupyterhub-traefik-proxy,public,JupyterHub proxy implementation with traefik,2025-04-22
12504,jupyterhub-traefik-proxy-with-consul,public,JupyterHub proxy implementation with traefik,2025-04-22
12505,jupyterhub-traefik-proxy-with-etcd,public,JupyterHub proxy implementation with traefik,2025-04-22
12506,jupyterhub-traefik-proxy-with-yaml,public,JupyterHub proxy implementation with traefik,2025-04-22
12507,eppy-core,public,"Scripting language for E+ idf files, and E+ output files",2025-04-22
12508,json_stream,public,Streaming JSON encoder and decoder,2025-04-22
12509,polly,public,Development headers and libraries for LLVM Polly,2025-04-22
12510,hclfmt,public,HCL reformatter,2025-04-22
12511,r-formatters,public,"We provide a framework for rendering complex tables to ASCII, and a set of formatters for transforming values or sets of values into ASCII-ready display strings.",2025-04-22
12512,pypythia,public,Lightweight python library for predicting the difficulty of alignments in phylogenetics,2025-04-22
12513,suxarray,public,SCHISM grid extension of uxarray,2025-04-22
12514,adam-robotics,public,"ADAM implements a collection of algorithms for calculating rigid-body dynamics in Jax, CasADi, PyTorch, and NumPy.",2025-04-22
12515,articdb,public,"ArcticDB is a high performance, serverless DataFrame database built for the Python Data Science ecosystem.",2025-04-22
12516,pydataverse,public,A Python module for the Dataverse APIs and its data-types,2025-04-22
12517,onstove,public,"Python-based geospatial cost-benefit clean cooking tool, OnStove",2025-04-22
12518,cubed-xarray,public,Interface for using cubed with xarray for parallel computation.,2025-04-22
12519,sysroot-conda_2_28-s390x,public,(CDT) The GNU libc libraries and header files for the Linux kernel for use by glibc,2025-04-22
12520,sysroot-conda_2_28-ppc64le,public,(CDT) The GNU libc libraries and header files for the Linux kernel for use by glibc,2025-04-22
12521,sysroot-conda_2_28-x86_64,public,(CDT) The GNU libc libraries and header files for the Linux kernel for use by glibc,2025-04-22
12522,sysroot-conda_2_28-aarch64,public,(CDT) The GNU libc libraries and header files for the Linux kernel for use by glibc,2025-04-22
12523,r-ggblend,public,"Algebra of operations for blending, copying, adjusting, and compositing layers in 'ggplot2'. Supports copying and adjusting the aesthetics or parameters of an existing layer, partitioning a layer into multiple pieces for re-composition, applying affine transformations to layers, and combining layers (or partitions of layers) using blend modes (including commutative blend modes, like multiply and darken). Blend mode support is particularly useful for creating plots with overlapping groups where the layer drawing order does not change the output; see Kindlmann and Scheidegger (2014) <doi:10.1109/TVCG.2014.2346325>.",2025-04-22
12524,qibocal,public,"Quantum calibration, characterization and validation with Qibo",2025-04-22
12525,rdma-core,public,RDMA Core Userspace Libraries and Daemons,2025-04-22
12526,amundsen-search,public,Search Service for Amundsen,2025-04-22
12527,amundsen-metadata,public,Metadata service for Amundsen,2025-04-22
12528,amundsen-databuilder,public,Amundsen Data builder,2025-04-22
12529,flux-restful-client,public,Python functions and command line equivalent for interacting with Flux RESTful API.,2025-04-22
12530,openmetadata-sqllineage,public,OpenMetadata SQL Lineage for Analysis Tool powered by Python and sqlfluff based on sqllineage.,2025-04-22
12531,mmhash3,public,"Python wrapper for MurmurHash (MurmurHash3), a set of fast and robust hash functions.",2025-04-22
12532,r-shiny.router,public,It is a simple router for your Shiny apps. The router allows you to create dynamic web applications with real-time User Interface and easily share url to pages within your Shiny apps.,2025-04-22
12533,r-shiny.blueprint,public,"Easily use 'Blueprint', the popular 'React' library from Palantir, in your 'Shiny' app. 'Blueprint' provides a rich set of UI components for creating visually appealing applications and is optimized for building complex, data-dense web interfaces. This package provides most components from the underlying library, as well as special wrappers for some components to make it easy to use them in 'R' without writing 'JavaScript' code.",2025-04-22
12534,r-shiny.fluent,public,"A rich set of UI components for building Shiny applications, including inputs, containers, overlays, menus, and various utilities. All components from Fluent UI (the underlying JavaScript library) are available and have usage examples in R.",2025-04-22
12535,python-consul2-with-all,public,Python client for Consul (http://www.consul.io/),2025-04-22
12536,python-consul2-with-twisted,public,Python client for Consul (http://www.consul.io/),2025-04-22
12537,python-consul2,public,Python client for Consul (http://www.consul.io/),2025-04-22
12538,python-consul2-with-aiohttp,public,Python client for Consul (http://www.consul.io/),2025-04-22
12539,python-consul2-with-tornado,public,Python client for Consul (http://www.consul.io/),2025-04-22
12540,etcdpy,public,Python client for etcd,2025-04-22
12541,agemo,public,Laplace transformed coalescence times,2025-04-22
12542,pnpm-licenses,public,Generate third party license disclaimers in pnpm-based projects,2025-04-22
12543,cubed,public,Scalable array processing with bounded memory,2025-04-22
12544,macha,public,maNUAL chaRMM (macha),2025-04-22
12545,unifdef,public,Selectively remove C preprocessor conditionals,2025-04-22
12546,lsst-efd-client,public,Utility classes for working with the LSST EFD.,2025-04-22
12547,r-smdocker,public,Allows users to easily build custom 'docker images' <https://docs.docker.com/> from 'Amazon Web Service Sagemaker' <https://aws.amazon.com/sagemaker/> using 'Amazon Web Service CodeBuild' <https://aws.amazon.com/codebuild/>.,2025-04-22
12548,aioinflux,public,Asynchronous Python client for InfluxDB,2025-04-22
12549,pe-configurator,public,Tools to identify waveform settings and prior bounds for gravitational wave parameter estimation.,2025-04-22
12550,r-dssat,public,"The purpose of this package is to provide a comprehensive R interface to the Decision Support System for Agrotechnology Transfer Cropping Systems Model (DSSAT-CSM; see <https://dssat.net> for more information). The package provides cross-platform functions to read and write input files, run DSSAT-CSM, and read output files.",2025-04-22
12551,r-shiny.react,public,A toolbox for defining React component wrappers which can be used seamlessly in Shiny apps.,2025-04-22
12552,dymoval,public,Dymoval is a Python package for analyzing measurements datasets and validate models.,2025-04-22
12553,thalassa,public,"Efficient, extendable visualizer for large unstructured meshes written in Python",2025-04-22
12554,batoid-rubin,public,Rubin telescope models for batoid,2025-04-22
12555,borneo,public,Oracle NoSQL Database Python SDK,2025-04-22
12556,r-clustmixtype,public,"Functions to perform k-prototypes partitioning clustering for mixed variable-type data according to Z.Huang (1998): Extensions to the k-Means Algorithm for Clustering Large Data Sets with Categorical Variables, Data Mining and Knowledge Discovery 2, 283-304.",2025-04-22
12557,r-rhino,public,A framework that supports creating and extending enterprise Shiny applications using best practices.,2025-04-22
12558,r-box,public,"A modern module system for R. Organise code into hierarchical, composable, reusable modules, and use it effortlessly across projects via a flexible, declarative dependency loading syntax.",2025-04-22
12559,lpython,public,Modern interactive LLVM-based Python compiler,2025-04-22
12560,cuda-nvcc-dev_linux-ppc64le,public,Target architecture dependent parts of CUDA NVCC compiler.,2025-04-22
12561,rat,public,Resevoir Monitoring using Satellite Remote Sensing,2025-04-22
12562,danish,public,Geometric donut engine,2025-04-22
12563,solar_system_ephemerides,public,Solar system ephemeris files,2025-04-22
12564,tpot2,public,Tree-based Pipeline Optimization Tool,2025-04-22
12565,o365,public,Microsoft Graph and Office 365 API made easy,2025-04-22
12566,libleidenalg,public,Leiden is a general algorithm for methods of community detection in large networks.,2025-04-22
12567,pgzero,public,A zero-boilerplate 2D games framework,2025-04-22
12568,farama-notifications,public,Notifications for all Farama Foundation maintained libraries.,2025-04-22
12569,r-sirius-ms,public,RSirius: R library for SIRIUS MS/MS analyses software.,2025-04-22
12570,r-shinipsum,public,Prototype your 'shiny' apps quickly with these Lorem-Ipsum helper functions. Generate random elements for 'shiny' outputs that can be used as placeholder in your application.,2025-04-22
12571,batoid,public,c++ backed python optical raytracer,2025-04-22
12572,gymnasium-atari,public,A standard API for reinforcement learning and a diverse set of reference environments (formerly Gym),2025-04-22
12573,r-predictnmb,public,Estimates when and where a model-guided treatment strategy may outperform a treat-all or treat-none approach by Monte Carlo simulation and evaluation of the Net Monetary Benefit. Details can be viewed in Parsons et al. (2023) <doi:10.21105/joss.05328>.,2025-04-22
